"(33, 29)",0.0186
"(33, 30)",0.0183
"(33, 31)",0.0181
"(34, 0)",0.0192
"(34, 1)",0.0196
"(34, 2)",0.0202
"(34, 3)",0.0209
"(34, 4)",0.0215
"(34, 5)",0.0219
"(34, 6)",0.0221
"(34, 7)",0.0223
"(34, 8)",0.0225
"(34, 9)",0.0227
"(34, 10)",0.0229
"(34, 11)",0.023
"(34, 12)",0.023
"(34, 13)",0.0232
"(34, 14)",0.0235
"(34, 15)",0.0237
"(34, 16)",0.0237
"(34, 17)",0.0235
"(34, 18)",0.0232
"(34, 19)",0.023
"(34, 20)",0.023
"(34, 21)",0.0229
"(34, 22)",0.0227
"(34, 23)",0.0225
"(34, 24)",0.0223
"(34, 25)",0.0221
"(34, 26)",0.0219
"(34, 27)",0.0215
"(34, 28)",0.0209
"(34, 29)",0.0202
"(34, 30)",0.0196
"(34, 31)",0.0192
"(35, 0)",0.0208
"(35, 1)",0.0211
"(35, 2)",0.0218
"(35, 3)",0.0224
"(35, 4)",0.023
"(35, 5)",0.0234
"(35, 6)",0.0237
"(35, 7)",0.0238
"(35, 8)",0.0238
"(35, 9)",0.0243
"(35, 10)",0.0253
"(35, 11)",0.0259
"(35, 12)",0.026
"(35, 13)",0.0262
"(35, 14)",0.0265
"(35, 15)",0.0267
"(35, 16)",0.0267
"(35, 17)",0.0265
"(35, 18)",0.0262
"(35, 19)",0.026
"(35, 20)",0.0259
"(35, 21)",0.0253
"(35, 22)",0.0243
"(35, 23)",0.0238
"(35, 24)",0.0238
"(35, 25)",0.0237
"(35, 26)",0.0234
"(35, 27)",0.023
"(35, 28)",0.0224
"(35, 29)",0.0218
"(35, 30)",0.0211
"(35, 31)",0.0208
"(36, 0)",0.0227
"(36, 1)",0.0229
"(36, 2)",0.0232
"(36, 3)",0.0237
"(36, 4)",0.0243
"(36, 5)",0.0248
"(36, 6)",0.0251
"(36, 7)",0.0253
"(36, 8)",0.0252
"(36, 9)",0.0263
"(36, 10)",0.0286
"(36, 11)",0.03
"(36, 12)",0.0306
"(36, 13)",0.031
"(36, 14)",0.0313
"(36, 15)",0.0315
"(36, 16)",0.0315
"(36, 17)",0.0313
"(36, 18)",0.031
"(36, 19)",0.0306
"(36, 20)",0.03
"(36, 21)",0.0286
"(36, 22)",0.0263
"(36, 23)",0.0252
"(36, 24)",0.0253
"(36, 25)",0.0251
"(36, 26)",0.0248
"(36, 27)",0.0243
"(36, 28)",0.0237
"(36, 29)",0.0232
"(36, 30)",0.0229
"(36, 31)",0.0227
"(37, 0)",0.0244
"(37, 1)",0.0246
"(37, 2)",0.0248
"(37, 3)",0.0252
"(37, 4)",0.0256
"(37, 5)",0.0261
"(37, 6)",0.0267
"(37, 7)",0.0273
"(37, 8)",0.0278
"(37, 9)",0.0293
"(37, 10)",0.0318
"(37, 11)",0.0335
"(37, 12)",0.0344
"(37, 13)",0.0352
"(37, 14)",0.0358
"(37, 15)",0.0362
"(37, 16)",0.0362
"(37, 17)",0.0358
"(37, 18)",0.0352
"(37, 19)",0.0344
"(37, 20)",0.0335
"(37, 21)",0.0318
"(37, 22)",0.0293
"(37, 23)",0.0278
"(37, 24)",0.0273
"(37, 25)",0.0267
"(37, 26)",0.0261
"(37, 27)",0.0256
"(37, 28)",0.0252
"(37, 29)",0.0248
"(37, 30)",0.0246
"(37, 31)",0.0244
"(38, 0)",0.0259
"(38, 1)",0.0261
"(38, 2)",0.0265
"(38, 3)",0.0268
"(38, 4)",0.0269
"(38, 5)",0.0274
"(38, 6)",0.0285
"(38, 7)",0.0299
"(38, 8)",0.0316
"(38, 9)",0.0333
"(38, 10)",0.0349
"(38, 11)",0.0362
"(38, 12)",0.0373
"(38, 13)",0.0386
"(38, 14)",0.04
"(38, 15)",0.0408
"(38, 16)",0.0408
"(38, 17)",0.04
"(38, 18)",0.0386
"(38, 19)",0.0373
"(38, 20)",0.0362
"(38, 21)",0.0349
"(38, 22)",0.0333
"(38, 23)",0.0316
"(38, 24)",0.0299
"(38, 25)",0.0285
"(38, 26)",0.0274
"(38, 27)",0.0269
"(38, 28)",0.0268
"(38, 29)",0.0265
"(38, 30)",0.0261
"(38, 31)",0.0259
"(39, 0)",0.0276
"(39, 1)",0.0278
"(39, 2)",0.0283
"(39, 3)",0.0284
"(39, 4)",0.0282
"(39, 5)",0.0287
"(39, 6)",0.0299
"(39, 7)",0.0321
"(39, 8)",0.0353
"(39, 9)",0.0373
"(39, 10)",0.038
"(39, 11)",0.0395
"(39, 12)",0.0419
"(39, 13)",0.0454
"(39, 14)",0.05
"(39, 15)",0.0523
"(39, 16)",0.0523
"(39, 17)",0.05
"(39, 18)",0.0454
"(39, 19)",0.0419
"(39, 20)",0.0395
"(39, 21)",0.038
"(39, 22)",0.0373
"(39, 23)",0.0353
"(39, 24)",0.0321
"(39, 25)",0.0299
"(39, 26)",0.0287
"(39, 27)",0.0282
"(39, 28)",0.0284
"(39, 29)",0.0283
"(39, 30)",0.0278
"(39, 31)",0.0276
"(40, 0)",0.0297
"(40, 1)",0.0298
"(40, 2)",0.03
"(40, 3)",0.03
"(40, 4)",0.0296
"(40, 5)",0.03
"(40, 6)",0.0311
"(40, 7)",0.0341
"(40, 8)",0.039
"(40, 9)",0.0413
"(40, 10)",0.041
"(40, 11)",0.0432
"(40, 12)",0.0481
"(40, 13)",0.0555
"(40, 14)",0.0656
"(40, 15)",0.0707
"(40, 16)",0.0707
"(40, 17)",0.0656
"(40, 18)",0.0555
"(40, 19)",0.0481
"(40, 20)",0.0432
"(40, 21)",0.041
"(40, 22)",0.0413
"(40, 23)",0.039
"(40, 24)",0.0341
"(40, 25)",0.0311
"(40, 26)",0.03
"(40, 27)",0.0296
"(40, 28)",0.03
"(40, 29)",0.03
"(40, 30)",0.0298
"(40, 31)",0.0297
"(41, 0)",0.0313
"(41, 1)",0.0314
"(41, 2)",0.0315
"(41, 3)",0.0316
"(41, 4)",0.0315
"(41, 5)",0.0323
"(41, 6)",0.034
"(41, 7)",0.0373
"(41, 8)",0.0421
"(41, 9)",0.0452
"(41, 10)",0.0465
"(41, 11)",0.0514
"(41, 12)",0.0597
"(41, 13)",0.0698
"(41, 14)",0.0816
"(41, 15)",0.0875
"(41, 16)",0.0875
"(41, 17)",0.0816
"(41, 18)",0.0698
"(41, 19)",0.0597
"(41, 20)",0.0514
"(41, 21)",0.0465
"(41, 22)",0.0452
"(41, 23)",0.0421
"(41, 24)",0.0373
"(41, 25)",0.034
"(41, 26)",0.0323
"(41, 27)",0.0315
"(41, 28)",0.0316
"(41, 29)",0.0315
"(41, 30)",0.0314
"(41, 31)",0.0313
"(42, 0)",0.0326
"(42, 1)",0.0327
"(42, 2)",0.0328
"(42, 3)",0.0332
"(42, 4)",0.0339
"(42, 5)",0.0357
"(42, 6)",0.0387
"(42, 7)",0.0417
"(42, 8)",0.0447
"(42, 9)",0.049
"(42, 10)",0.0546
"(42, 11)",0.0639
"(42, 12)",0.0769
"(42, 13)",0.0882
"(42, 14)",0.0979
"(42, 15)",0.1027
"(42, 16)",0.1027
"(42, 17)",0.0979
"(42, 18)",0.0882
"(42, 19)",0.0769
"(42, 20)",0.0639
"(42, 21)",0.0546
"(42, 22)",0.049
"(42, 23)",0.0447
"(42, 24)",0.0417
"(42, 25)",0.0387
"(42, 26)",0.0357
"(42, 27)",0.0339
"(42, 28)",0.0332
"(42, 29)",0.0328
"(42, 30)",0.0327
"(42, 31)",0.0326
"(43, 0)",0.0341
"(43, 1)",0.0342
"(43, 2)",0.0345
"(43, 3)",0.0351
"(43, 4)",0.0361
"(43, 5)",0.0382
"(43, 6)",0.0416
"(43, 7)",0.0446
"(43, 8)",0.0471
"(43, 9)",0.054
"(43, 10)",0.0653
"(43, 11)",0.0779
"(43, 12)",0.0918
"(43, 13)",0.1038
"(43, 14)",0.1139
"(43, 15)",0.119
"(43, 16)",0.119
"(43, 17)",0.1139
"(43, 18)",0.1038
"(43, 19)",0.0918
"(43, 20)",0.0779
"(43, 21)",0.0653
"(43, 22)",0.054
"(43, 23)",0.0471
"(43, 24)",0.0446
"(43, 25)",0.0416
"(43, 26)",0.0382
"(43, 27)",0.0361
"(43, 28)",0.0351
"(43, 29)",0.0345
"(43, 30)",0.0342
"(43, 31)",0.0341
"(44, 0)",0.0356
"(44, 1)",0.0359
"(44, 2)",0.0366
"(44, 3)",0.0373
"(44, 4)",0.038
"(44, 5)",0.0399
"(44, 6)",0.0429
"(44, 7)",0.046
"(44, 8)",0.0492
"(44, 9)",0.06
"(44, 10)",0.0786
"(44, 11)",0.0934
"(44, 12)",0.1045
"(44, 13)",0.1165
"(44, 14)",0.1296
"(44, 15)",0.1362
"(44, 16)",0.1362
"(44, 17)",0.1296
"(44, 18)",0.1165
"(44, 19)",0.1045
"(44, 20)",0.0934
"(44, 21)",0.0786
"(44, 22)",0.06
"(44, 23)",0.0492
"(44, 24)",0.046
"(44, 25)",0.0429
"(44, 26)",0.0399
"(44, 27)",0.038
"(44, 28)",0.0373
"(44, 29)",0.0366
"(44, 30)",0.0359
"(44, 31)",0.0356
"(45, 0)",0.0365
"(45, 1)",0.0368
"(45, 2)",0.0376
"(45, 3)",0.0386
"(45, 4)",0.04
"(45, 5)",0.0421
"(45, 6)",0.0449
"(45, 7)",0.0489
"(45, 8)",0.0541
"(45, 9)",0.0655
"(45, 10)",0.0829
"(45, 11)",0.0998
"(45, 12)",0.1162
"(45, 13)",0.1362
"(45, 14)",0.1598
"(45, 15)",0.1716
"(45, 16)",0.1716
"(45, 17)",0.1598
"(45, 18)",0.1362
"(45, 19)",0.1162
"(45, 20)",0.0998
"(45, 21)",0.0829
"(45, 22)",0.0655
"(45, 23)",0.0541
"(45, 24)",0.0489
"(45, 25)",0.0449
"(45, 26)",0.0421
"(45, 27)",0.04
"(45, 28)",0.0386
"(45, 29)",0.0376
"(45, 30)",0.0368
"(45, 31)",0.0365
"(46, 0)",0.0368
"(46, 1)",0.037
"(46, 2)",0.0376
"(46, 3)",0.0392
"(46, 4)",0.0418
"(46, 5)",0.0447
"(46, 6)",0.0476
"(46, 7)",0.0534
"(46, 8)",0.0619
"(46, 9)",0.0703
"(46, 10)",0.0784
"(46, 11)",0.0974
"(46, 12)",0.1271
"(46, 13)",0.1628
"(46, 14)",0.2044
"(46, 15)",0.2252
"(46, 16)",0.2252
"(46, 17)",0.2044
"(46, 18)",0.1628
"(46, 19)",0.1271
"(46, 20)",0.0974
"(46, 21)",0.0784
"(46, 22)",0.0703
"(46, 23)",0.0619
"(46, 24)",0.0534
"(46, 25)",0.0476
"(46, 26)",0.0447
"(46, 27)",0.0418
"(46, 28)",0.0392
"(46, 29)",0.0376
"(46, 30)",0.037
"(46, 31)",0.0368
"(47, 0)",0.0388
"(47, 1)",0.0388
"(47, 2)",0.0388
"(47, 3)",0.04
"(47, 4)",0.0424
"(47, 5)",0.0452
"(47, 6)",0.0486
"(47, 7)",0.0546
"(47, 8)",0.0633
"(47, 9)",0.0702
"(47, 10)",0.0752
"(47, 11)",0.0967
"(47, 12)",0.1347
"(47, 13)",0.1982
"(47, 14)",0.2873
"(47, 15)",0.3319
"(47, 16)",0.3319
"(47, 17)",0.2873
"(47, 18)",0.1982
"(47, 19)",0.1347
"(47, 20)",0.0967
"(47, 21)",0.0752
"(47, 22)",0.0702
"(47, 23)",0.0633
"(47, 24)",0.0546
"(47, 25)",0.0486
"(47, 26)",0.0452
"(47, 27)",0.0424
"(47, 28)",0.04
"(47, 29)",0.0388
"(47, 30)",0.0388
"(47, 31)",0.0388
"(48, 0)",0.0424
"(48, 1)",0.0421
"(48, 2)",0.0413
"(48, 3)",0.0411
"(48, 4)",0.0416
"(48, 5)",0.0438
"(48, 6)",0.0477
"(48, 7)",0.0525
"(48, 8)",0.0582
"(48, 9)",0.0651
"(48, 10)",0.0734
"(48, 11)",0.098
"(48, 12)",0.139
"(48, 13)",0.2425
"(48, 14)",0.4085
"(48, 15)",0.4915
"(48, 16)",0.4915
"(48, 17)",0.4085
"(48, 18)",0.2425
"(48, 19)",0.139
"(48, 20)",0.098
"(48, 21)",0.0734
"(48, 22)",0.0651
"(48, 23)",0.0582
"(48, 24)",0.0525
"(48, 25)",0.0477
"(48, 26)",0.0438
"(48, 27)",0.0416
"(48, 28)",0.0411
"(48, 29)",0.0413
"(48, 30)",0.0421
"(48, 31)",0.0424
"(49, 0)",0.0443
"(49, 1)",0.0437
"(49, 2)",0.0425
"(49, 3)",0.0417
"(49, 4)",0.0412
"(49, 5)",0.043
"(49, 6)",0.0473
"(49, 7)",0.0514
"(49, 8)",0.0556
"(49, 9)",0.0626
"(49, 10)",0.0725
"(49, 11)",0.0986
"(49, 12)",0.1412
"(49, 13)",0.2647
"(49, 14)",0.4691
"(49, 15)",0.5714
"(49, 16)",0.5714
"(49, 17)",0.4691
"(49, 18)",0.2647
"(49, 19)",0.1412
"(49, 20)",0.0986
"(49, 21)",0.0725
"(49, 22)",0.0626
"(49, 23)",0.0556
"(49, 24)",0.0514
"(49, 25)",0.0473
"(49, 26)",0.043
"(49, 27)",0.0412
"(49, 28)",0.0417
"(49, 29)",0.0425
"(49, 30)",0.0437
"(49, 31)",0.0443
